Titulo,Resumen,Fecha,Contenido,Link
Pronabec: 260 becas fueron desaprovechadas en Arequipa,"1300 beneficiarios hay en Arequipa, señaló Gonzáles.",10 de Diciembre del 2015 - 10:40,"Manuel Gonzáles, jefe de la Unidad Regional de Enlace del Programa Nacional de Becas y Crédito Educativo (Pronabec), informó ayer que el 20% de las becas ofrecidas en Arequipa fueron desaprovechadas por los estudiantes. “En el último proceso se ofrecieron 700 becas, pero solo llegamos a un ochenta por ciento de la meta. Lo que pasa es que tramitan tarde el requisito Sisfoh (Sistema de Focalización). Se tiene que hacer anticipadamente para que puedan ser atendidos por la entidad. Es uno de los requisitos para postular a una beca, así como el promedio final del alumno”, señaló. El funcionario invitó a la población a informarse sobre las diversas becas que son ofertadas a través de las oficinas y la página web de Pronabec. “No hay ese nexo institución familia. A través de la página web están todas las becas, información y qué instituciones han sido elegidas”, acotó. En Arequipa, son 1300 beneficiarios que estudian gracias a haber conseguido una beca en diversos institutos y universidades. En relación a Beca 18, Manuel Gonzáles refirió que la convocatoria será desde el 15 de diciembre. Este programa de inclusión social del Gobierno permite el financiamiento de estudios de los mejores estudiantes de los colegios de todo el país.",https://diariocorreo.pe/edicion/arequipa/pronabec-260-becas-fueron-desaprovechadas-en-arequipa-638944/
Pronabec: Becas de estudio se desperdician en Arequipa,"Cerca de 5 mil pugnan por alcanzar alguna de las quinientas subvenciones, que en promedio ofrece anualmente el programa “Beca 18”.",27 de Junio del 2015 - 10:14,"La expectativa de jóvenes entre los 16 y 30 años que intentan acceder a una beca , a través del Programa Nacional de Becas y Crédito Educativo (Pronabec), aumenta en Arequipa. Así, cerca de 5 mil pugnan por alcanzar alguna de las quinientas subvenciones, que en promedio ofrece anualmente el programa “Beca 18”. Así lo refirió ayer el especialista del Pronabec en Arequipa, Juan Carlos Jaquehua Villalobos. LEA TAMBIÉN: Pronabec anuncian becas para el exterior para el 2015 “Algo que dificulta que jóvenes de escasos recursos puedan acceder a las becas es que no están debidamente focalizados o evaluados por sus municipalidades”, sostuvo Jaquehua. Por ello, la subgerencia de Desarrollo Social de la Municipalidad Provincial de Arequipa, junto a funcionarios de Pronabec, organizaron ayer un taller de sensibilización dirigido a funcionarios ediles. Entre los puntos tratados destacó la urgencia de capacitar a representantes de las comunas regionales para las consultas de jóvenes sean correctamente canalizadas. Jaquehua explicó también que el Gobierno Regional tiene un rol que cumplir, para que haya más beneficiados con los programas ofrecidos por su representada. “Ellos deben involucrarse también en la política de subsidio (...) pueden generar fondos y apoyar en becas para docentes o pregrado”, precisó. CRÉDITO. Desde el primero de julio, Pronabec inicia en nuestra ciudad “Crédito 18”, dirigido a quienes tienen dificultades económicas para financiar su carrera universitaria o técnica. El programa les permitirá pagar la carrera de su elección, luego que culminen los estudios y ya estén insertados en el mercado laboral. Según Jaquehua, la tasa de interés anual del programa, de 3.18%, es la más baja de Latinoamérica.",https://diariocorreo.pe/edicion/arequipa/pronabec-becas-de-estudio-se-desperdician-en-arequipa-597898/
Pronabec anuncian becas para el exterior para el 2015,Para estudiar pregrado en Colombia y Honduras,26 de Junio del 2015 - 10:22,"Jóvenes con alto rendimiento académico y en situación de pobreza o pobreza extrema, tienen la oportunidad de realizar estudios universitarios en universidades extranjeras como: Colombia u Honduras, gracias a las becas que oferta el Pronabec. BECAS. El Minedu a través del Pronabec lanza la Beca 18 Internacional convocatoria 2015, la misma que ofrece 100 becas. Las pre inscripciones estarán abiertas desde el 1 al 7 de Julio en la página web: www.pronabec.gob.pe. REQUISITOS. Entre estos se encuentran acreditar alto rendimiento académico promedio superior a 15 puntos en los tres últimos años de estudios secundarios, haber estudiado y culminado la secundaria en un colegio público o privado, en el año 2010, 2011, 2012, 2013, 2014, haber ingresado a una universidad y carrera elegible, y encontrarse en situación de pobreza. Elelia Pastrana, jefa de la unidad de enlace Junín, precisó que solo los que logren pre inscribirse en el Sistema de Becas (SIBEC) del Pronabec, serán considerados en las distintas etapas de evaluación regional y nacional, entre ellos el examen de admisión.",https://diariocorreo.pe/ciudad/anuncian-becas-para-el-exterior-597659/
¿Qué necesitan los escolares desertores para volver al colegio ?,Se realizarán en la oficina regional del Pronabec o en su página web,25 de Junio del 2015 - 10:41,"Cerca de 10 mil jóvenes de 17 a 25 años de la región Junín, que abandonaron estudios secundarios, podrán inscribirse a partir de mañana y competir para obtener una de las 2 mil becas Doble Oportunidad que oferta el Ministerio de Educación (MINEDU). REQUISITOS. Esta beca está dirigida a jóvenes de 17 a 25 años, que abandonaron estudios secundarios, pero que culminaron satisfactoriamente el 3ro. de Educación Secundaria Regular (EBR) o el 2do. de Educación Básica Alternativa (CEBA), a diciembre del 2011. Ellos podrán tener estudios secundarios virtuales y estarán bajo la supervisión de 27 Centros de Educación Básica Alternativa (CEBA) acreditados a nivel nacional, los cuales recibirán acompañamiento pedagógico y social permanente, además de estudiar de manera paralela una carrera técnica de dos años de duración en un instituto tecnológico (Senati, Tecsup, Ifb Certus), previa aprobación del examen de admisión. INSCRIPCIONES. Los interesados podrán pre inscribirse en la oficina del Pronabec Junín, desde mañana hasta el 13 de julio. También lo podrán hacer en la web www.pronabec.gob.pe. así lo informó la especialista regional en comunicaciones del Pronabec, Shane Solano.",https://diariocorreo.pe/ciudad/inicia-inscripcion-a-doble-oportunidad-597391/
"60 accederán a beca ""Segunda Oportunidad""",Beca especial para quienes dejaron estudios,25 de Junio del 2015 - 07:20,"Con el objetivo de reinsertar al sistema educativo a adolescentes y jóvenes de bajos recursos que dejaron los estudios superiores, el Ministerio de Educación a través de Pronabec otorgará becas de Segunda Oportunidad, por el cual los jóvenes podrán concluir sus estudios, además de desarrollar una formación técnica. Así lo dio a conocer el especialista de Educación Básica Alternativa de la Unidad de Gestión Educativa Local (UGEL) Huancavelica, Alejandro Rodríguez Paredes, quien además añadió que vienen gestionando tres aulas prefabricadas para albergar a un promedio de 60 alumnos con rezago escolar. Además buscan mobiliarios y computadoras.",https://diariocorreo.pe/ciudad/60-accederan-a-beca-segunda-oportunidad-597310/
Los desayunos de Correo y Usil: Programa del 23 de junio,,23 de Junio del 2015 - 13:50 » Grupo Epensa,,https://diariocorreo.pe/correo-tv/los-desayunos-de-correo-y-usil-programa-del-23-de-junio-596910/
Niegan riesgo de sesgo político en selección de jóvenes para Beca 18,Refieren que dentro de Beca 18 no se financia cualquier carrera sino carreras de necesidad y que puedan generar en ellas emprendimiento.,23 de Junio del 2015 - 16:19,"El jefe de la Oficina de Becas Pregrado del Programa Nacional de Becas y Crédito Educativo (Pronabec), Víctor Salazar, rechazó hoy que exista un riesgo de sesgo político en el proceso de selección para jóvenes que ingresen a Beca 18, programa social del Gobierno de Ollanta Humala. ""La elección de los jóvenes son jóvenes de pobreza y pobreza extrema y hay jóvenes con talento académico, son jóvenes que proceden de diferentes partes del país y el proceso de selección está bajo el marco de ISO 9001, no hay riesgo de que haya un sesgo político en la selección"", dijo. En ese sentido explicó al programa Los Desayunos de Correo y USIL que Pronabec está dentro de una ley y que específicamente Beca 18 se encuentra de un programa presupuestal por resultados y la programación de este presupuesto es multianual. ""La meta podría variar y está presupuestado hasta el 2021"", expresó. Víctor Salazar sostuvo que Beca 18 que en estos cuatro años han egresado aproximadamente 1400 jóvenes han egresado de institutos, el 80% de ellos empleados en carreras para los que fueron formados, y en el seguimiento del proceso académico se realiza la propia formación y tutoría de reforzamiento, previo acuerdo con la institución educativa. ""En el proceso de elegibilidad de las carreras estamos pensando ya en una inserción laboral del desarrollo del país, no se financia cualquier carrera, se financia carreras de necesidad y que puedan generar en ellos emprendimiento, por ejemplo carreras de ciencia y tecnología, carreras de turismo"", precisó.",https://diariocorreo.pe/politica/rechazan-riesgo-de-sesgo-politico-en-seleccion-de-jovenes-para-beca-18-596784/
Pronabec ofrece 100 becas para estudiar en Colombia y Honduras,Interesados en estudiar carreras en ingenierías tienen del 1 al 7 de julio para inscribirse en la página web del Pronabec,22 de Junio del 2015 - 17:43,"El Programa Nacional de Becas y Crédito Educativo (Pronabec) a través de “Beca 18 Internacional” en el concurso 2015 entregará 100 becas a jóvenes con alto rendimiento académico y en situación de pobreza o pobreza extrema, para estudiar carreras universitarias de pregrado en universidades de Colombia y Honduras. El jefe de la Unidad de Enlace Regional del Pronabec, abogado Manuel Enrique Gonzáles Salazar, reveló que de acuerdo al cronograma los jóvenes que cumplan con los requisitos del concurso deben pre - inscribirse del 1 al 7 de julio en el portal web del programa www.pronabec.gob.pe para iniciar su proceso de postulación. “Para acceder a esta beca de estudios de pregrado internacional los interesados deben haber obtenido un promedio superior a 15 puntos en sus tres últimos años de estudios secundarios, haber culminado el colegio entre los años 2010 y 2014, tener hasta 22 años al momento de la postulación y encontrarse en situación de pobreza o pobreza extrema según en Sistema de Focalización de Hogares”, precisó. Argumento además que sólo los interesados que registren su pre-inscripción en la web serán sometidos a la diferentes evaluaciones programadas en torno al concurso, que contempla un examen de conocimiento y revisión física de expedientes por diversos comités de validación de documentos regional y nacional. Los que accedan a una de las becas integrales ofertada por el Pronabec podrán estudiar carreras en ingenierías como Ambiental, Biomédica, Telecomunicaciones, Financiera, Textil, Aeronáutica, Industrial, Agronómica entre otras en las universidades de Los Andes, Medellín, Pontificia Bolivariana en el caso de Colombia y en la Escuela Agrícola Panamericana de Honduras. Los interesados también pueden acercarse a la oficina del Pronabec en Arequipa, ubicada en calle Misti N° 410 (Yanahuara) o llamando al teléfono 054 -272680.",https://diariocorreo.pe/edicion/arequipa/pronabec-ofrece-100-becas-para-estudiar-en-colombia-y-honduras-596656/
Pronabec estima que 300 mil jóvenes dejaron estudios y trabajan como informales,"Así lo informó el director ejecutivo (e) del Programa Nacional de Becas y Crédito Educativo (Pronabec), Raúl Choque Larrauri, al anunciar que para resolver este problema el gobierno nacional pone en marcha la beca Segunda oportunidad.",13 de Junio del 2015 - 14:39,"En el país actualmente existen 330 mil jóvenes que han abandonado sus estudios en el nivel secundario y han pasado a engrosar una población de trabajadores como mototaxistas, heladeros y otros, que apenas sobreviven por carecer de estudios. Así lo informó el director ejecutivo (e) del Programa Nacional de Becas y Crédito Educativo (Pronabec), Raúl Choque Larrauri, al anunciar que para resolver este problema el gobierno nacional pone en marcha la beca Segunda oportunidad. La beca tendrá una duración de dos años y los desertores podrán volver a las aulas para terminar la secundaria y aprender una carrera técnica en el Servicio Nacional de Adiestramiento para el Trabajo Industrial (Senati). Como la mayoría dejó el colegio porque tuvo que trabajar para mantener a sus familias, ahora el gobierno les dará una subvención mensual de 500 soles y una laptop. En las mañanas, estudiarán en el Senati y en las tardes culminarán la secundaria en el Centro de Educación Básica Alternativa (CEBA) Mariscal Cáceres, explicó. Instó a los jóvenes a acudir desde ahora al local de Beca 18, ubicado en la Av. Pinto, por la plaza Vigil, para preinscribirse y colaborar con el levantamiento de información. La inscripción para la beca será en julio y las clases iniciarán en octubre próximo.",https://diariocorreo.pe/edicion/tacna/330-mil-jovenes-dejaron-estudios-594487/
Pronabec lanza becas de inglés para escolares,Pronabec oferta 1000 a nivel nacional y para estudiantes de Huancayo,11 de Junio del 2015 - 11:05,"El Programa Nacional de Becas y Crédito Educativo (PRONABEC), lanza la Beca Especial Beca Idioma Inglés, dirigido a estudiantes de los colegios públicos de las ciudades capitales de cada departamento del país, entre ellos, Huancayo. BECAS. A nivel nacional el Pronabec, esta ofertando 1,000 becas y está dirigido a estudiantes del 4to. Grado de educación secundaria con alto rendimiento académico; quienes tendrán la oportunidad estudiar el idioma inglés por un periodo de dos años (24 meses) que comprende el nivel básico e intermedio. En la región Junín la institución elegible encargada de brindar esta beca es el ICPNA - Región Centro que iniciará clases en agosto del 2015. REQUISITOS. Entre los requisitos básicos que se solicita son: Estar cursando el cuarto año de educación secundaria en un colegio público, tener entre 14 a 18 años de edad, estar matriculado en el 2015. Además de tener alto rendimiento para lo cual deberán acreditar un promedio igual o mayor a quince (15) durante la educación secundaria. FINALIDAD. Se busca desarrollar habilidades lingüísticas de escuchar, hablar, leer y escribir del idioma inglés, en los estudiantes.",https://diariocorreo.pe/ciudad/becas-de-ingles-para-escolares-594077/
Lanzan a nivel nacional becas para hijos de docentes,Convocatoria es para alumnos destacados y se hará desde este 2015,02 de Junio del 2015 - 09:54,"A partir del año 2016, el Ministerio de Educación lanzará una beca especial para los hijos de profesores que hayan logrado un alto rendimiento académico y puedan acceder a las mejores universidades del país. LANZAMIENTO. La convocatoria se realizará en el segundo semestre de este año, tendrán similares estándares de calidad y exigencia que propone actualmente el Programa Nacional de Becas y Crédito Educativo (Pronabec). El anuncio de esta nueva modalidad de beca lo realizó el ministro de Educación, Jaime Saavedra Chanduví, y tiene como fin continuar con la estrategia de reconocimiento y revalorización de los maestros. En esta misma línea de reconocimiento a la labor del docente, Saavedra Chanduví reiteró que se han incrementado a veinte mil las plazas para nombramiento en la carrera docente. Es crucial e importante contar con maestros bien formados, capacitados y motivados pues en manos de ustedes está el futuro del país, señaló ante el auditorio lleno de docentes provenientes de diversos puntos del país. JUNÍN. En nuestra región existen alrededor de 20 mil docentes, entre contratados y nombrados, cuyos hijos pueden ser beneficiarios de una de estas becas. A PARTE DE ESTAS BECAS EXCLUSIVAS PARA HIJOS DE PROFESORES, el Programa Nacional de Becas y Crédito Educativo está ofertando becas internacionales, tanto para pregrado como post grado a diversos países como México, cuya convocatoria para inscripciones estará abierta hasta el 14 de agosto. Asimismo, está abierta la inscripción de becas de pre y post grado para el Brasil, la fecha límite es hasta el 31 de julio. La información sobre la modalidad, los requisitos, los plazos de inscripción y presentación de documentos para que pueda acceder a ellas está colgada en la página web del PRONABEC.",https://diariocorreo.pe/ciudad/500-becas-para-hijos-de-docentes-591837/
Beneficiarios de Pronabec deben de firmar aceptación,Para recibir becas eberán acercarse a las Unidades de Enlace regional o local más cercana,15 de Febrero del 2015 - 20:37,"Todos los jóvenes que resultaron beneficiarios de una de las becas para poblaciones vulnerables y en situaciones especiales de formación técnico productiva del Pronabec, deberán acercarse a las Unidades de Enlace regional o local más cercano hasta fines de febrero para realizar la aceptación de la beca. Los resultados fueron publicados el 10 de febrero y los jóvenes solo tienen 15 días hábiles para poder realizar el proceso de aceptación, con lo cual deberán acercarse a matricularse a los institutos donde estudiarán,. y regresar a Pronabec para continuar con el proceso para la obtención de la beca. Son más de 3 mil los jóvenes de Huancayo, Junín, Chupaca, Concepción, Yauli, Chanchamayo, Satipo, Jauja y Tarma, además de otras regiones como Huánuco, Ayacucho y a nivel nacional, que ganaron una beca. Una de las instituciones donde estudiarán es el Instituto Continental.",https://diariocorreo.pe/ciudad/beneficiarios-de-pronabec-deben-de-firmar-aceptacion-565366/
Se graduaron 63 jóvenes del Pronabec en Senati,38 jóvenes siguieron el curso de Técnico en Redes y Cableado Estructurado y 25 estudiaron la carrera de Mantenimiento de Plantas Industriales.,11 de Febrero del 2015 - 09:57,"Luego de cuatro meses de estudios intensivos, 63 jóvenes provenientes de poblaciones vulnerables culminaron sus estudios en módulos de enseñanza técnico productivo a los cuales accedieron gracias al Pronabec. La ceremonia de clausura se desarrolló en las instalaciones de Senati, donde 38 jóvenes siguieron el curso de Técnico en Redes y Cableado Estructurado y 25 estudiaron la carrera de Mantenimiento de Plantas Industriales. “Agradezco la oportunidad brindada por Pronabec para seguir formando profesionales. Deben seguir preparándose para enfrentarse a este mundo tan competitivo. El Estado ha apostado por ustedes y es su deber continuar”, expresó Wilson García, jefe zonal de Senati.",https://diariocorreo.pe/edicion/tacna/se-graduaron-63-jovenes-del-pronabec-en-senati-564192/
Peruanos podrán realizar maestrías y doctorados en Alemania,Pronabec anunció hoy que a partir de marzo los profesionales peruanos con tercio superior durante sus años de estudio en pregrado y posgrado podrán postular a becas para realizar maestrías y doctorados en universidades de Alemania.,07 de Febrero del 2015 - 12:45,Pronabec anunció hoy que a partir de marzo los profesionales peruanos con tercio superior durante sus años de estudio en pregrado y posgrado podrán postular a becas para realizar maestrías y doctorados en universidades de Alemania.,https://diariocorreo.pe/ciudad/peruanos-podran-realizar-maestrias-y-doctorados-en-alemania-563253/
Juliaca: Jovenes de 16 a 21 años podrán acceder a becas,"El Batallón de Ingeniería No. 4 Teniente Coronel La Rosa, informó a la ciudadanía de Juliaca especialmente a los jóvenes de 16 a 21 años de edad que podrán acceder a becas de estudios",05 de Febrero del 2015 - 10:22,"El Batallón de Ingeniería No. 4 Teniente Coronel La Rosa,  informó a la ciudadanía de Juliaca especialmente a los jóvenes de 16 a 21 años de edad que podrán acceder a becas de estudios en Cursos de Formación Técnica Profesional previo al servicio Militar Voluntario. Este programa de Formación Técnico Profesional está orientado a aquellos estudiantes, que al término de sus estudios secundarios deseen estudiar una Carrera Técnico Profesional en dos o tres años en los Institutos Tecnológicos: SENATI, SENCICO. CIBERTEC E IBEROTEK, con financiamiento del Programa Nacional de Becas, PRONABEC y posteriormente realizar su Servicio Militar Voluntario acuartelado por un periodo de doce meses. ",https://diariocorreo.pe/ciudad/juliaca-jovenes-de-16-a-21-anos-podran-acceder-a-becas-562712/
Beca 18 destituye a coordinador,"Didí Kenedy Cabello, es investigado por violación sexual. Es acusado de abusar de aspirante al programa",04 de Febrero del 2015 - 08:28,"Con una carta de agradecimiento, el Programa Nacional de Becas y Crédito Educativo (Pronabec), despidió al promotor en la provincia de Dos de Mayo, Didí Kenedy Cabello Solórzano. Mediante comunicación telefónica con el diario Correo Huánuco, el director ejecutivo, Raúl Choque Larrauri, informó de la decisión que adoptaron, al enterarse de la detención preliminar de Cabello Solórzano. No vamos a permitir que cosas similares ocurran en el programa, más aún si se trata de un delito grave, dijo Choque Larrauri. Asimismo, informó que iniciaron proceso administrativo contra Kenedy Cabello, quien es investigado por el presunto delito de violación sexual en agravio de una aspirante al programa social. HECHOS. Según el requerimiento de detención preliminar presentado por el fiscal Antony Calderón Llanos al Juzgado de Investigación Preparatoria de Dos de Mayo, la joven de iniciales ch.l.a.a (18), alumna del colegio Señor de la Unidad de la Unión, fue ultrajada por el promotor del programa cuando acudió a su casa. Luego le enviaba mensajes de texto pidiendo disculpas por su actuar. Incluso el día que la joven brindó su declaración en la Primera Fiscalía Penal Corporativa de Dos de Mayo, la llamó pidiéndole disculpas.",https://diariocorreo.pe/ciudad/beca-18-destituye-a-coordinador-562368/
Beneficiarios de Beca 18 se incrementó en un 70%,"Este año se presentaron a la convocatoria de Pronabec, sede Tacna, un total de 458 jóvenes, de los cuales 130 son de las provincias de Tarata, Candarave y Jorge Basadre.",03 de Febrero del 2015 - 11:57,"Con 458 jóvenes inscritos, la región Tacna incrementó el número de postulantes a la Convocatoria a Beca 18 - 2015, superando en un 70% la efectuada en el 2014. “Este año el Programa Nacional de Becas y Crédito Educativo está ofertando 20 mil becas de pregrado a nivel nacional, cuadriplicando las ofertadas el año pasado, por lo cual nuestra labor fue captar a todos aquellos jóvenes talento que sean merecedores de este premio a la excelencia”, expresó Hugo Carrillo, Jefe Regional del Pronabec en Tacna. El funcionario añadió que gracias a la instalación de oficinas descentralizadas en cada una de las provincias de Tacna, se realizó el proceso de difusión en todos los distritos, alcanzando la postulación de más de 130 jóvenes provenientes de las provincias de Tarata, Candarave y Jorge Basadre. En esta convocatoria única, participaron 251 jóvenes egresados de la educación secundaria desde el 2010 al 2014, de los cuales un 51% se encontraba en nivel de pobreza y 51% en pobreza extrema. Asimismo, postularon 191 licenciados de las Fuerzas Armadas, 13 jóvenes procedentes de albergues, dos bajo la modalidad Repared (víctimas de violencia entre 1980 y 2000) y uno proveniente del VRAEM.",https://diariocorreo.pe/edicion/tacna/beneficiarios-de-beca-18-se-incremento-en-un-70-562164/
Pronabec oferta becas a Ecuador para 100 jóvenes,Para jóvenes con alto rendimiento y bajos recursos,03 de Febrero del 2015 - 10:02,"Una buena oportunidad para los jovenes de bajos recursos.El Programa Nacional de Becas y Crédito Educativo (Pronabec) a La Beca Amistad Peruano-Ecuatoriana permitirá que 100 jóvenes de ambos países accedan a estudios de pregrado y maestría. POSTULACIÓN. La beca está dirigida a jóvenes con alto rendimiento académico y de bajos recursos económicos. Los interesados en postular a la beca de pregrado tienen hasta este domingo 8 de febrero para las inscripciones al Examen Nacional de Educación Superior (ENES) de Ecuador Los postulantes no deben estar residiendo o haber iniciado estudios en Ecuador, deben de haber culminado sus estudios secundarios y haber superado el proceso de admisión en una de las universidades públicas a través del Sistema Nacional de Nivelación y Admisión (SNNA). UNIVERSIDADES.Las instituciones elegibles en el Ecuador, son la Escuela Politécnica Nacional, Escuela Superior Politécnica de Chimborazo, Universidad Central del Ecuador,la de Cuenca, la Nacional de Loja, la Técnica de Ambato, la Técnica del Norte y Escuela Superior Politécnica del Litoral.",https://diariocorreo.pe/ciudad/pronabec-oferta-becas-a-ecuador-562126/
Pocos postulan a beneficios de beca 18 en Moquegua,"El programa ofrece múltiples ventajas como un subsidio económico mensual para la compra de libros, material de estudio y cursos adicionales.",30 de Enero del 2015 - 09:14,"A pesar que el gobierno nacional ofrece financiar los estudios superiores a estudiantes sobresalientes a través del programa Beca 18, pocos jóvenes moqueguanos postulan al beneficio. Este año, el Ejecutivo oferta 20 mil becas. En la región el número de aspirantes inscritos es 55. En Puno y Cusco, son más de mil. El especialista del Programa Nacional de Becas y Crédito Educativo (Pronabec), Billy Esteban indicó que 450 estudiantes moqueguanos con alto rendimiento rindieron exámenes para ingresar a universidades que son parte del programa. Al menos 80% aprobó la prueba, pero no continuaron el trámite de postulación. El 31 de enero vencerá el plazo para la inscripción. Un Comité Especial evaluará a los participantes.",https://diariocorreo.pe/edicion/moquegua/pocos-postulan-a-beneficios-de-beca-18-en-moquegua-561240/
56 docentes tacneños recibirán especialización en padagogía,"Dos de ellas viajarán hasta la ciudad de Bogotá, en Colombia, para participar del Seminario de “Interculturalidad en la Escuela que Queremos”, dictado por la Pontificia Universidad Javeriana.",27 de Enero del 2015 - 15:49,"Luego de participar en un concurso a nivel nacional, 56 docentes tacneños podrán especializarse dentro y fuera del país al acceder a una de las becas integrales de Especialización en Pedagogía otorgadas por el Programa Nacional de Becas y Crédito Educativo, del Ministerio de Educación. De este grupo, 54 viajarán a la ciudad de Arequipa para seguir el Seminario “Fortalecimiento de estrategias pedagógicas para el logro de aprendizajes en matemática y comprensión lectora”, en la Universidad Católica Santa María, mientras que los otros dos (2) viajarán hasta la ciudad de Bogotá, en Colombia, para participar del Seminario de “Interculturalidad en la Escuela que Queremos”, dictado por la Pontificia Universidad Javeriana. “El Estado está invirtiendo en capital humano con cursos a dedicación exclusiva para docentes nombrados del nivel primario que al retornar a sus aulas contribuirán a una mejora en las capacidades de los estudiantes”, expresó Hugo Carrillo, Jefe Regional del Pronabec.",https://diariocorreo.pe/edicion/tacna/56-docentes-tacnenos-recibiran-especializacion-en-padagogia-560562/
PRONABEC ofertará 40 mil becas a nivel nacional,Para jóvenes de bajos recursos económicos y que ocupen los primeros lugares,23 de Enero del 2015 - 16:11,"Este 2015, el Programa Nacional de Becas y Crédito Educativo (Pronabec) otorgará 40 mil becas a nivel nacional. Entre las modalidades se encuentran Beca 18, Beca Docente y Beca Presidente de la República. La primera, es para estudiantes de colegio que hayan ocupado los primeros lugares, asimismo que se encuentren situación de pobreza. Asimismo, la Beca Presidente de la República está destinada a estudiantes que hayan pertenecido al tercio superior durante los estudios de pregrado. Deben contar con la carta de aceptación de la universidad donde harán la maestría o postgrado. El límite de edad para quienes desean acceder a una beca para maestrías es de 33 años, mientras que para postgrado es de 36.",https://diariocorreo.pe/ciudad/pronabec-ofertara-40-mil-becas-a-nivel-nacional-559701/
"1, 800 becas más para capacitación docente",Pronabec lanza nueva convocatoria y docentes podrán estudiar en Lima,22 de Octubre del 2014 - 12:14,"Durante agosto, 1, 800 docentes de todo el país tendrán la oportunidad de capacitarse porque el Programa Nacional de Becas y Crédito Educativo, Pronabec, del Ministerio de Educación, lanzó una nueva convocatoria de Beca Docente.  Las inscripciones están abiertas vía web, el examen de selección se desarrollará el 20 de junio. Podrán postular los docentes de aula nombrados de la Carrera Pública Magisterial, del nivel primario que se desempeñen en el primer y segundo grado.  Las becas son integrales, pues cubren los costos académicos, los traslados, alimentación, estadía, material de estudio, transporte local y pasajes interprovinciales. ",https://diariocorreo.pe/ciudad/1-800-becas-mas-para-capacitacion-docente-28471/
"Ofrecen 1,800 becas a docentes a nivel nacional","Podrán postular los docentes de aula nombrados de la Carrera Pública Magisterial, del nivel primario que se desempeñen en el primer y segundo grado.",22 de Octubre del 2014 - 12:12,"Unos 1,800 docentes de todo el país podrán acceder a becas durante agosto a través de Pronabec del Ministerio de Educación.  La nueva convocatoria de Beca Docente contempla universidades que se han considerado elegibles como la Pontificia Universidad Católica del Perú, la Universidad Antonio Ruiz de Montoya, Universidad Peruana Unión y la Universidad San Ignacio de Loyola.  También cuenta con la Universidad de Piura, la Universidad Científica del Perú de Loreto, Universidad Católica Santa María de Arequipa y la Universidad Católica Santo Toribio de Mogrovejo.  La convocatoria es a escala nacional y ya se iniciaron las inscripciones para el examen de selección que se desarrollará el 20 de junio.  Podrán postular los docentes de aula nombrados de la Carrera Pública Magisterial, del nivel primario que se desempeñen en el primer y segundo grado.",https://diariocorreo.pe/ciudad/ofrecen-1-800-becas-a-docentes-a-nivel-nacio-28093/
Joven de albergue gana beca especial,Residía en aldea San Francisco de Asís junto a sus tres hermanos. Ahora seguirá diseño de modas en prestigioso instituto,22 de Octubre del 2014 - 12:33,"Segura de que sus hermanos menores tendrán los cuidados adecuados en la aldea infantil San Francisco de Asís de Ascensión, Briaxis Cépida, inició una nueva etapa en su vida; iniciará sus estudios superiores en la ciudad de Lima.  Esto luego de haber obtenido una beca de estudios otorgado por el Programa Nacional de Becas y Crédito Educativo (Pronabec), mediante el cual podrá estudiar diseño de modas durante tres años en un reconocido instituto de Lima.  ""Aún tengo tres hermanos pequeños que están en la aldea al cuidado de nuestras 'tías sustitutas', pero sé que estarán bien como lo hicieron conmigo"", dijo la becaria. Añadió que desde que llegó a la aldea mejoró sus calificaciones, lo que permitió lograr el promedio mínimo que exigía Beca 18 y poder participar del concurso que se dio a nivel nacional.  Cépida Castellanes, que concluyó sus estudios superiores en el colegio Micalea Bastidas, recibió una de las becas de la modalidad ""Albergues"", siendo la primera huancavelicana en obtenerla.  BENEFICIOS. Los beneficios que la jovencita que hace poco cumplió 18 años tendrá, serán pasajes de ida y vuelta desde su casa al centro de estudios.  Además el Pronabec pagará una mensualidad que bordea los mil 400 por tres años, así como el pago de las matrículas.  También recibirá una mensualidad de mil 200 soles, que servirán para gastos como alquiler de cuarto y alimentación en la ciudad de Lima.  La becaria realizó un llamado a todos los jóvenes que se encuentran acogidos en una aldea, para que se dediquen a estudiar, como la única forma de cambiar el destino de sus vidas y ser profesionales.",https://diariocorreo.pe/ciudad/joven-de-albergue-gana-beca-especial-33350/
